iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ABW,North America,Aruba,2020-10-12,4194,6,16.429,32,0,0.286,39282.168,56.198,153.875,299.721,0,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-13,4197,3,16.857,32,0,0.286,39310.267,28.099,157.889,299.721,0,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-14,4229,32,19.286,32,0,0.143,39609.988,299.721,180.635,299.721,0,1.338,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-15,4255,26,21,32,0,0.143,39853.511,243.523,196.692,299.721,0,1.338,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-16,4285,30,21.714,32,0,0.143,40134.5,280.988,203.382,299.721,0,1.338,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-17,4289,4,17.429,32,0,0,40171.965,37.465,163.241,299.721,0,0,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-18,4304,15,16.571,34,2,0.286,40312.459,140.494,155.213,318.453,18.733,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-19,4322,18,18.286,34,0,0.286,40481.052,168.593,171.269,318.453,0,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-20,4334,12,19.571,34,0,0.286,40593.447,112.395,183.311,318.453,0,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-21,4355,21,18,34,0,0.286,40790.139,196.692,168.593,318.453,0,2.676,,,,,,,,,,,,,,,,,,50.46,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-22,4369,14,16.286,35,1,0.429,40921.267,131.128,152.537,327.82,9.366,4.014,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-23,4389,20,14.857,36,1,0.571,41108.593,187.326,139.156,337.186,9.366,5.352,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-24,4401,12,16,36,0,0.571,41220.988,112.395,149.86,337.186,0,5.352,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-25,4410,9,15.143,36,0,0.286,41305.284,84.296,141.832,337.186,0,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-26,4420,10,14,36,0,0.286,41398.947,93.663,131.128,337.186,0,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-27,4420,0,12.286,36,0,0.286,41398.947,0,115.071,337.186,0,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-28,4420,0,9.286,36,0,0.286,41398.947,0,86.973,337.186,0,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-29,4437,17,9.714,36,0,0.143,41558.174,159.227,90.987,337.186,0,1.338,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-30,4455,18,9.429,37,1,0.143,41726.767,168.593,88.311,346.552,9.366,1.338,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-10-31,4472,17,10.143,37,0,0.143,41885.994,159.227,95.001,346.552,0,1.338,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-11-01,4513,41,14.714,38,1,0.286,42270.011,384.017,137.818,355.919,9.366,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
ABW,North America,Aruba,2020-11-02,4519,6,14.143,38,0,0.286,42326.209,56.198,132.466,355.919,0,2.676,,,,,,,,,,,,,,,,,,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,
AFG,Asia,Afghanistan,2019-12-31,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-01,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-02,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-03,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-04,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-05,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-30,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-01-31,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-02,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-04,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-05,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-25,1,1,0.143,,0,0,0.026,0.026,0.004,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-26,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-27,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-28,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-02-29,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-01,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-02,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-03,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-04,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-05,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-06,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-07,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-08,4,3,0.429,,0,0,0.103,0.077,0.011,,0,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-09,,,0.429,,,0,,,0.011,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-10,,,0.429,,,0,,,0.011,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-11,7,3,0.857,,0,0,0.18,0.077,0.022,,0,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-12,,,0.857,,,0,,,0.022,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-13,,,0.857,,,0,,,0.022,,,0,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-14,,,0.857,,,0,,,0.022,,,0,,,,,,,,,,,,,,,,,,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-15,10,3,0.857,,0,0,0.257,0.077,0.022,,0,0,,,,,,,,,,,,,,,,,,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-16,16,6,1.714,,0,0,0.411,0.154,0.044,,0,0,,,,,,,,,,,,,,,,,,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-17,21,5,2.429,,0,0,0.539,0.128,0.062,,0,0,,,,,,,,,,,,,,,,,,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-18,22,1,2.143,,0,0,0.565,0.026,0.055,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-19,22,0,2.143,,0,0,0.565,0,0.055,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-20,22,0,2.143,,0,0,0.565,0,0.055,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-21,24,2,2.429,,0,0,0.617,0.051,0.062,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-22,24,0,2,,0,0,0.617,0,0.051,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-23,34,10,2.571,,0,0,0.873,0.257,0.066,,0,0,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-24,40,6,2.714,1,1,0.143,1.028,0.154,0.07,0.026,0.026,0.004,,,,,,,,,,,,,,,,,,50.93,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-25,42,2,2.857,1,0,0.143,1.079,0.051,0.073,0.026,0,0.004,,,,,,,,,,,,,,,,,,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-26,75,33,7.571,1,0,0.143,1.927,0.848,0.194,0.026,0,0.004,,,,,,,,,,,,,,,,,,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-03-27,75,0,7.571,1,0,0.143,1.927,0,0.194,0.026,0,0.004,,,,,,,,,,,,,,,,,,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
